RMSE ACC MSR_Validate
0.00548685 0.81 0.0951569
0.107692 0.83 0.112232
0.08124 0.78 0.0988306
0.0747285 0.78 0.0985482
0.0706954 0.78 0.0989517
0.0669005 0.77 0.0997962
0.061097 0.78 0.100464
0.0564732 0.78 0.101223
0.0527258 0.79 0.101817
0.050124 0.79 0.102361
0.048301 0.79 0.102772
0.0467938 0.79 0.103024
0.0455663 0.78 0.103637
0.0436254 0.78 0.104059
0.0418576 0.81 0.10432
0.0399072 0.82 0.10482
0.0376561 0.79 0.105265
0.0356052 0.79 0.105657
0.0336376 0.79 0.105929
0.0317865 0.79 0.106141
0.0300269 0.79 0.106161
0.0283907 0.79 0.106227
0.0268233 0.79 0.106326
0.0253421 0.79 0.106446
0.0239698 0.79 0.106568
0.0227184 0.79 0.106699
0.0215873 0.79 0.10683
0.146002 0.89 0.100861
0.117396 0.91 0.0748729
0.0971376 0.89 0.106063
0.0877144 0.89 0.0992209
0.0776673 0.89 0.107801
0.0792121 0.9 0.103172
0.0718601 0.89 0.104371
0.0699638 0.87 0.102374
0.0634015 0.86 0.102708
0.0588798 0.87 0.101717
0.0539342 0.87 0.101613
0.0503736 0.87 0.101331
0.0468382 0.87 0.101244
0.0435794 0.87 0.101401
0.0407126 0.87 0.101518
0.0381827 0.87 0.101639
0.0359393 0.87 0.101832
0.0338955 0.87 0.102097
0.0320909 0.87 0.102333
0.0304482 0.87 0.102572
0.0289832 0.86 0.102777
0.027609 0.86 0.103
0.0262999 0.86 0.103264
0.025093 0.86 0.103519
0.0239585 0.86 0.103814
0.0229085 0.86 0.104104
0.0882946 0.74 0.138544
0.061507 0.72 0.130622
0.0388721 0.75 0.129605
0.034549 0.74 0.13118
0.0308318 0.74 0.132645
0.0285258 0.74 0.133873
0.0271685 0.72 0.13466
0.0258798 0.72 0.135723
0.0247539 0.7 0.136502
0.0240199 0.7 0.137125
0.0230165 0.7 0.137414
0.0222662 0.7 0.138169
0.0218677 0.7 0.138221
0.0211367 0.68 0.138644
0.0205384 0.68 0.139403
0.0202398 0.68 0.139468
0.0196067 0.68 0.139828
0.019087 0.68 0.140431
0.0188578 0.68 0.140399
0.0183148 0.68 0.14063
0.0178693 0.68 0.141093
0.0176371 0.68 0.140972
0.0170961 0.68 0.141138
0.0166335 0.7 0.14115
0.0162531 0.7 0.141594
0.0159959 0.7 0.141444
0.0511285 0.79 0.110727
0.0422399 0.78 0.109671
0.0360594 0.78 0.109951
0.0314854 0.78 0.110928
0.0279093 0.78 0.112748
0.0257314 0.78 0.114593
0.0243623 0.78 0.116373
0.0232765 0.78 0.117769
0.0223582 0.78 0.118666
0.0215162 0.78 0.118377
0.0204207 0.78 0.118319
0.0195623 0.78 0.118252
0.018828 0.78 0.118178
0.0181752 0.78 0.118091
0.0175844 0.78 0.117998
0.0170271 0.8 0.117377
0.0164279 0.8 0.116878
0.0158795 0.8 0.116404
0.0153809 0.8 0.115979
0.0149201 0.8 0.11561
0.0144905 0.8 0.115282
0.0140856 0.8 0.114983
0.0137008 0.8 0.114713
0.0133322 0.8 0.114459
0.0129737 0.8 0.114231
0.0126284 0.8 0.114024
0.108159 0.74 0.119182
0.0752612 0.75 0.116607
0.0666945 0.75 0.119897
0.061081 0.75 0.120753
0.0552279 0.77 0.121549
0.0505736 0.77 0.122356
0.0466582 0.75 0.122807
0.0433309 0.77 0.123521
0.0403637 0.77 0.124274
0.0378486 0.77 0.126046
0.035982 0.77 0.12661
0.0340095 0.77 0.127727
0.0324351 0.77 0.128296
0.0311114 0.77 0.12909
0.029949 0.77 0.129803
0.0290588 0.77 0.131418
0.028406 0.77 0.131598
0.0275192 0.77 0.131802
0.0269241 0.77 0.131868
0.026234 0.76 0.133468
0.0259406 0.78 0.133288
0.0252894 0.78 0.133268
0.0247496 0.78 0.133304
0.0242874 0.75 0.134698
0.0241829 0.75 0.134481
0.151438 0.75 0.124888
0.0872757 0.76 0.112591
0.0629383 0.77 0.110856
0.0549972 0.77 0.110096
0.0481202 0.78 0.109764
0.0415331 0.78 0.109493
0.0377932 0.76 0.109129
0.0345416 0.76 0.109354
0.0327014 0.76 0.109386
0.0310676 0.76 0.109387
0.0289912 0.76 0.109631
0.0278085 0.76 0.109536
0.0262677 0.76 0.109721
0.025349 0.76 0.109635
0.0241064 0.76 0.109749
0.0231397 0.76 0.109783
0.0223497 0.76 0.109613
0.021419 0.76 0.109595
0.0206217 0.76 0.109552
0.0198839 0.76 0.109503
0.0192134 0.76 0.109427
0.0186524 0.76 0.109335
0.0180422 0.76 0.109316
0.0174878 0.76 0.109296
0.0169694 0.76 0.109226
0.0164823 0.76 0.109164
0.112787 0.77 0.116436
0.0728425 0.77 0.106959
0.0637156 0.75 0.106806
0.055015 0.75 0.10469
0.0499588 0.79 0.105428
0.0447453 0.79 0.104964
0.040399 0.79 0.105423
0.0374331 0.83 0.105475
0.0346287 0.83 0.105898
0.0326292 0.83 0.106068
0.030742 0.83 0.106387
0.0292001 0.83 0.106787
0.0278667 0.83 0.106875
0.0262982 0.83 0.107535
0.0252007 0.83 0.107844
0.0239243 0.83 0.108292
0.0227876 0.83 0.108371
0.0215066 0.83 0.108871
0.0204637 0.83 0.108859
0.0192969 0.84 0.109068
0.0182735 0.84 0.109072
0.0172975 0.84 0.109109
0.0164153 0.84 0.109202
0.0156464 0.84 0.109134
0.0149199 0.84 0.109135
0.0142758 0.84 0.10905
0.150166 0.9 0.10282
0.0957751 0.9 0.0970855
0.0645484 0.9 0.0954776
0.0542516 0.86 0.0940988
0.0470686 0.86 0.0930897
0.041531 0.82 0.0923905
0.0368436 0.82 0.0918333
0.0329181 0.82 0.0912885
0.029697 0.82 0.0902666
0.027349 0.82 0.0901062
0.0253747 0.82 0.0896047
0.0237348 0.82 0.0889542
0.0223144 0.82 0.0883114
0.0210998 0.82 0.0877197
0.0200285 0.82 0.0871714
0.0190707 0.82 0.0866355
0.0182034 0.82 0.0861397
0.0174187 0.82 0.0856796
0.0167044 0.82 0.0852448
0.016051 0.82 0.0848422
0.0154513 0.82 0.0844634
0.0148976 0.82 0.0841099
0.014385 0.82 0.0837812
0.0139089 0.82 0.0834752
0.0134655 0.82 0.0831896
0.0130519 0.82 0.0829269
0.132267 0.94 0.0644051
0.0723847 0.9 0.0621415
0.0567984 0.9 0.0613819
0.0504959 0.89 0.0617765
0.0441662 0.89 0.0618748
0.0403184 0.89 0.0619606
0.0365254 0.89 0.0619664
0.0331743 0.89 0.0619523
0.0302999 0.89 0.0619157
0.0278862 0.89 0.061846
0.0258828 0.89 0.0616886
0.0242862 0.89 0.061654
0.0228925 0.89 0.0616258
0.021726 0.89 0.061588
0.0207159 0.89 0.0615359
0.0198202 0.89 0.0614857
0.0190172 0.89 0.0614423
0.0182932 0.89 0.0614032
0.0175834 0.89 0.0613565
0.0169239 0.89 0.0613001
0.0163215 0.89 0.0612411
0.0157739 0.89 0.0611556
0.0152565 0.89 0.0610829
0.0147851 0.89 0.0610418
0.0143608 0.89 0.0609706
0.0139503 0.89 0.0609182
0.0568969 0.7 0.135518
0.048539 0.7 0.135943
0.0466851 0.7 0.135589
0.0467713 0.7 0.134535
0.0466649 0.7 0.136197
0.044859 0.7 0.135531
0.0399176 0.69 0.13577
0.0366737 0.7 0.13373
0.0322769 0.69 0.13592
0.0324202 0.74 0.134369
0.0306747 0.73 0.140896
0.0375073 0.77 0.140843
0.0411628 0.73 0.145543
0.0408731 0.72 0.132702
0.0304153 0.74 0.134471
0.0211422 0.74 0.134129
0.0191425 0.74 0.134532
0.0184096 0.74 0.134159
0.0174248 0.74 0.13401
0.0166923 0.74 0.133627
0.0160416 0.74 0.133311
0.0154643 0.74 0.133117
0.0149435 0.74 0.132932
0.0144599 0.74 0.132717
0.0140396 0.74 0.132475
0.106365 0.82 0.0864869
0.0884594 0.82 0.0844602
0.0660331 0.82 0.0876183
0.0525821 0.8 0.0869372
0.0450004 0.83 0.0915779
0.03765 0.83 0.0908259
0.032222 0.84 0.0916115
0.028014 0.84 0.0930895
0.0251677 0.84 0.095389
0.0229237 0.84 0.0983019
0.0207461 0.84 0.0997186
0.0189039 0.84 0.100269
0.0174548 0.84 0.100456
0.016336 0.84 0.100531
0.0153915 0.84 0.100557
0.0145869 0.84 0.100559
0.013887 0.84 0.100549
0.0132689 0.84 0.100536
0.0127123 0.84 0.100526
0.0122082 0.84 0.100513
0.0117614 0.84 0.100777
0.0113228 0.84 0.100664
0.0109446 0.84 0.100819
0.0105145 0.86 0.100664
0.0101508 0.84 0.100789
0.109183 0.73 0.123918
0.0601748 0.76 0.110784
0.0318693 0.79 0.107695
0.0235046 0.79 0.107097
0.0204812 0.79 0.107031
0.0182412 0.77 0.107011
0.0163372 0.77 0.106942
0.0148657 0.77 0.106853
0.013738 0.77 0.106773
0.0128543 0.77 0.106704
0.0121308 0.77 0.106648
0.0115165 0.77 0.106609
0.0109835 0.77 0.106584
0.0105128 0.77 0.106564
0.0100801 0.77 0.106562
0.00969081 0.77 0.106573
0.00933801 0.77 0.106578
0.00901618 0.77 0.106592
0.00872094 0.77 0.106612
0.00844877 0.77 0.106637
0.00819648 0.77 0.106668
0.00796139 0.77 0.106702
0.00775829 0.77 0.106705
0.00756732 0.77 0.106714
0.00738968 0.77 0.106729
0.00722368 0.77 0.106748
0.0708505 0.8 0.102616
0.0634415 0.82 0.105215
0.0560135 0.82 0.106646
0.0492529 0.8 0.106991
0.0430332 0.8 0.107666
0.0384614 0.8 0.108439
0.035005 0.8 0.10901
0.032173 0.8 0.109304
0.0298188 0.8 0.109345
0.0278771 0.8 0.109168
0.0263078 0.8 0.108748
0.025056 0.8 0.108147
0.0240905 0.8 0.106662
0.0235829 0.8 0.106127
0.0227646 0.8 0.104536
0.0225268 0.8 0.104044
0.0218529 0.8 0.102931
0.0215603 0.8 0.102568
0.0209711 0.8 0.101264
0.0208405 0.8 0.100953
0.0203248 0.8 0.0999336
0.0201921 0.8 0.0997489
0.0196851 0.8 0.0994164
0.0192489 0.8 0.0985324
0.0190422 0.8 0.0984737
0.0178647 0.8 0.0987667
0.105014 0.79 0.1264
0.0749065 0.79 0.123021
0.0680425 0.79 0.118481
0.0619641 0.79 0.115122
0.056908 0.77 0.112273
0.0518009 0.78 0.109855
0.0471083 0.78 0.107859
0.0431821 0.78 0.106145
0.0400082 0.78 0.104768
0.0374443 0.78 0.103679
0.0351843 0.78 0.102861
0.0324406 0.78 0.102012
0.0299709 0.78 0.101103
0.0278541 0.78 0.100456
0.0258082 0.78 0.099929
0.0239351 0.78 0.0994874
0.0222721 0.78 0.0991154
0.0208276 0.78 0.0987789
0.0195717 0.78 0.0984578
0.0184732 0.8 0.0981569
0.0175044 0.79 0.0978326
0.0166745 0.79 0.0975434
0.0159384 0.79 0.0971995
0.015321 0.82 0.0969433
0.014674 0.82 0.0966292
0.131626 0.93 0.0713569
0.0873154 0.93 0.0761178
0.0742284 0.93 0.0763523
0.0681843 0.93 0.0780575
0.0626113 0.93 0.0804757
0.0590905 0.93 0.0829975
0.0552277 0.93 0.0857703
0.051835 0.94 0.087353
0.0484835 0.94 0.0884741
0.0452547 0.94 0.0892208
0.0420928 0.93 0.0899932
0.0392847 0.9 0.090784
0.0367817 0.9 0.0916649
0.0345581 0.9 0.0924212
0.0324794 0.91 0.0931893
0.0305548 0.91 0.0938987
0.0287741 0.91 0.0945457
0.0271557 0.91 0.0950717
0.0256964 0.91 0.0955505
0.0244008 0.91 0.0962119
0.0232158 0.91 0.0965362
0.0221297 0.91 0.0968206
0.0211663 0.91 0.0972974
0.0203062 0.91 0.0975427
0.0195164 0.9 0.0977121
0.018797 0.9 0.0980577
0.0989641 0.78 0.112788
0.0532547 0.78 0.10842
0.0402147 0.78 0.106268
0.0336839 0.8 0.104924
0.0284843 0.79 0.104657
0.0247122 0.79 0.104459
0.0219059 0.79 0.103879
0.0197143 0.79 0.103633
0.0179596 0.79 0.103586
0.0165439 0.79 0.103592
0.0153714 0.79 0.10361
0.0143696 0.79 0.103656
0.0135151 0.79 0.103734
0.0127718 0.79 0.103829
0.0120765 0.79 0.103853
0.0114204 0.79 0.103946
0.0108532 0.79 0.104064
0.0103513 0.79 0.104232
0.00988216 0.79 0.104395
0.00948133 0.79 0.104471
0.00909763 0.79 0.104559
0.00875053 0.79 0.104653
0.00843408 0.79 0.104751
0.0081422 0.79 0.104824
0.00786997 0.79 0.104901
0.00761772 0.79 0.105027
0.0903957 0.79 0.108814
0.0350247 0.79 0.110369
0.0254855 0.77 0.110535
0.0224204 0.78 0.110534
0.0206833 0.78 0.110678
0.0195465 0.78 0.110498
0.0188428 0.78 0.110562
0.0182144 0.78 0.110741
0.0176121 0.78 0.11094
0.0170782 0.78 0.111108
0.0166165 0.78 0.111278
0.0162018 0.78 0.111412
0.0158272 0.78 0.111379
0.0150128 0.78 0.111288
0.0145075 0.78 0.111135
0.0140211 0.78 0.110831
0.0135151 0.78 0.110674
0.012867 0.78 0.11052
0.0121456 0.76 0.110384
0.0114014 0.76 0.110271
0.0106867 0.76 0.110177
0.0100329 0.76 0.110099
0.00945009 0.76 0.110025
0.00893594 0.76 0.109954
0.00849416 0.76 0.109769
0.00812549 0.76 0.109678
0.114452 0.81 0.119564
0.0908267 0.81 0.110383
0.0838759 0.82 0.108611
0.0677897 0.82 0.109969
0.0575037 0.82 0.112606
0.0545965 0.84 0.112732
0.0482787 0.84 0.115184
0.0494244 0.84 0.113752
0.042635 0.84 0.115561
0.0442505 0.84 0.114369
0.0394849 0.84 0.115383
0.0407364 0.8 0.114677
0.0371318 0.8 0.11517
0.0375897 0.8 0.114658
0.0345783 0.8 0.11519
0.0334869 0.8 0.114597
0.0304277 0.8 0.115271
0.0291684 0.8 0.114627
0.0261847 0.8 0.115305
0.0251048 0.8 0.114643
0.0229726 0.8 0.115414
0.0216737 0.8 0.114922
0.0202525 0.8 0.115324
0.019148 0.8 0.115321
0.0181341 0.8 0.1154
0.160776 0.79 0.128495
0.120146 0.8 0.135054
0.105996 0.8 0.144296
0.0936521 0.77 0.150375
0.0870386 0.77 0.155372
0.0809359 0.81 0.157314
0.0748716 0.81 0.158869
0.0704473 0.82 0.158117
0.0670155 0.81 0.158575
0.0638024 0.81 0.15738
0.0606117 0.81 0.158563
0.0585963 0.81 0.157226
0.0559994 0.81 0.158465
0.0538065 0.81 0.157376
0.0504881 0.81 0.158355
0.0487634 0.81 0.157591
0.0455772 0.81 0.158493
0.0439189 0.81 0.157843
0.0406542 0.81 0.158544
0.0397315 0.81 0.158067
0.0367546 0.81 0.158498
0.0363355 0.81 0.15837
0.0338156 0.79 0.158589
0.0336271 0.79 0.158574
0.0314899 0.79 0.158696
0.0311974 0.79 0.158775
0.132329 0.81 0.0915692
0.0850014 0.81 0.0890602
0.0677441 0.82 0.0835584
0.0498771 0.81 0.0870199
0.0478139 0.82 0.0858884
0.0391127 0.82 0.0857483
0.0315541 0.82 0.0853319
0.027027 0.82 0.0856639
0.0251317 0.82 0.0856612
0.0236642 0.82 0.0857223
0.0224855 0.82 0.0858119
0.0214359 0.82 0.08599
0.0204998 0.82 0.0862555
0.0196399 0.82 0.0864765
0.0188762 0.82 0.0867799
0.018057 0.82 0.0870934
0.0172795 0.82 0.0873895
0.0165972 0.82 0.0876701
0.0159322 0.82 0.0879419
0.0152871 0.82 0.0882037
0.0146635 0.82 0.0884355
0.0140643 0.82 0.0887073
0.0135113 0.82 0.0889697
0.012976 0.82 0.0892018
0.0124684 0.82 0.089412
0.011973 0.82 0.0896065
0.0950993 0.92 0.0781979
0.0744375 0.93 0.0643614
0.0652494 0.92 0.0663899
0.0609365 0.93 0.0618328
0.0576756 0.92 0.0662294
0.0520186 0.92 0.0637456
0.0514158 0.92 0.0664122
0.0441993 0.92 0.0656036
0.0436212 0.92 0.0668028
0.0379249 0.9 0.0667097
0.0353787 0.9 0.0680652
0.0328367 0.9 0.0680002
0.0285028 0.9 0.0686631
0.0270585 0.9 0.0691098
0.0241892 0.9 0.0692809
0.0228764 0.9 0.0694409
0.0210294 0.9 0.0696451
0.0199633 0.9 0.0698994
0.0188658 0.9 0.0700426
0.0179352 0.9 0.0702404
0.0170664 0.9 0.0704264
0.0162933 0.9 0.0705045
0.0155856 0.9 0.0706536
0.014934 0.9 0.0707939
0.0143474 0.9 0.0709182
0.0138058 0.9 0.0710303
0.10367 0.87 0.0933362
0.0661869 0.87 0.087663
0.0604289 0.85 0.0831076
0.0567883 0.85 0.0788419
0.0515279 0.85 0.0756794
0.042905 0.85 0.0745786
0.0374542 0.85 0.0739299
0.0343445 0.85 0.0736619
0.0322592 0.85 0.0735366
0.0310509 0.85 0.0735583
0.0302475 0.85 0.0736305
0.029649 0.85 0.0737161
0.0291504 0.85 0.0737926
0.0286515 0.86 0.0738669
0.0281225 0.86 0.0739198
0.0275424 0.86 0.073962
0.0269325 0.86 0.074057
0.0262914 0.86 0.0741713
0.0256902 0.86 0.0743021
0.0251001 0.86 0.0744294
0.024539 0.86 0.0745615
0.0240213 0.86 0.0746872
0.0235422 0.86 0.074803
0.0230967 0.86 0.0748924
0.0226828 0.86 0.0750263
0.0222854 0.86 0.0752032
0.089971 0.91 0.0828198
0.085044 0.91 0.0779018
0.0607515 0.94 0.0846123
0.0824321 0.91 0.102184
0.0729335 0.94 0.0791232
0.0784297 0.91 0.0913032
0.0557428 0.94 0.0745171
0.0479658 0.92 0.0788551
0.0351291 0.93 0.0777042
0.0291439 0.94 0.0810802
0.0247595 0.94 0.080621
0.0233792 0.94 0.0807329
0.0216538 0.94 0.0803632
0.0204715 0.94 0.0794204
0.0179021 0.91 0.0791661
0.0158264 0.94 0.0787932
0.0144209 0.94 0.0783167
0.0133461 0.94 0.0778658
0.0124776 0.94 0.0774492
0.011759 0.94 0.077066
0.0111484 0.94 0.0766888
0.0106222 0.94 0.0763465
0.0101623 0.94 0.0760305
0.00975497 0.94 0.0757399
0.00938999 0.94 0.0754691
0.0899323 0.84 0.0971821
0.0756529 0.83 0.0950894
0.0620198 0.84 0.0942662
0.0587901 0.83 0.0944612
0.0520423 0.83 0.0974803
0.0547269 0.82 0.0979117
0.0456793 0.87 0.101132
0.0425561 0.86 0.100951
0.0367523 0.87 0.10305
0.0337646 0.87 0.1026
0.0307046 0.87 0.103201
0.0287741 0.87 0.103064
0.0272516 0.87 0.103873
0.0260944 0.87 0.103157
0.0248491 0.87 0.103612
0.0238692 0.87 0.103006
0.0228496 0.87 0.103075
0.02203 0.87 0.10262
0.0210276 0.87 0.102502
0.0200299 0.87 0.102104
0.0190835 0.87 0.101957
0.0182204 0.87 0.101668
0.0173152 0.87 0.10145
0.0164997 0.87 0.10127
0.0157904 0.87 0.101039
0.0151159 0.87 0.100931
0.11637 0.89 0.114415
0.0713007 0.89 0.108773
0.0581363 0.89 0.114645
0.0469019 0.86 0.115183
0.0402008 0.86 0.113051
0.0331573 0.81 0.11294
0.0289856 0.81 0.110663
0.0243719 0.82 0.111461
0.0223462 0.82 0.110644
0.0206156 0.82 0.110803
0.0195367 0.82 0.110377
0.0186155 0.82 0.110399
0.0178521 0.82 0.110051
0.0172004 0.82 0.110059
0.0166154 0.82 0.109747
0.0160995 0.82 0.109752
0.0156179 0.84 0.109464
0.0151885 0.84 0.109544
0.0147723 0.84 0.109282
0.0143869 0.84 0.109353
0.0140264 0.84 0.109088
0.0136915 0.84 0.109054
0.0133476 0.84 0.109087
0.0131121 0.84 0.108885
0.0127927 0.84 0.109001
0.0125567 0.84 0.108679
0.104647 0.8 0.11298
0.0692861 0.78 0.107882
0.052945 0.79 0.116663
0.0613985 0.78 0.105869
0.0461751 0.8 0.109472
0.0453259 0.8 0.106263
0.0366811 0.81 0.107774
0.0344653 0.81 0.115637
0.0376842 0.8 0.107032
0.0398112 0.77 0.159673
0.0774281 0.8 0.107935
0.0395106 0.82 0.122566
0.0287878 0.81 0.11029
0.0215225 0.81 0.112673
0.019125 0.81 0.111116
0.0176973 0.81 0.112236
0.0166581 0.81 0.112109
0.015575 0.81 0.112721
0.0145925 0.81 0.112762
0.013721 0.81 0.112913
0.0129657 0.81 0.112601
0.0123183 0.81 0.112505
0.011765 0.81 0.112246
0.0112649 0.79 0.112155
0.010855 0.79 0.111835
0.0104033 0.79 0.111563
0.140135 0.85 0.0836364
0.091509 0.87 0.0684516
0.0740321 0.87 0.0724418
0.0686086 0.87 0.0735979
0.0570523 0.87 0.0720032
0.0503653 0.85 0.0721988
0.0480834 0.85 0.072128
0.044331 0.85 0.0727102
0.0417011 0.85 0.0730855
0.0392896 0.85 0.0732782
0.0370573 0.85 0.0734024
0.0350829 0.85 0.0734488
0.0333454 0.85 0.0733876
0.0318184 0.85 0.073366
0.0304913 0.85 0.0732128
0.0293624 0.85 0.0731477
0.0283979 0.85 0.0729878
0.0274697 0.85 0.072895
0.026631 0.85 0.0729406
0.0258867 0.85 0.0727994
0.0252103 0.85 0.0727264
0.0246168 0.85 0.0727931
0.0240422 0.85 0.0727031
0.0234843 0.85 0.0726032
0.0229584 0.85 0.0726757
0.0761959 0.71 0.134956
0.0519739 0.73 0.131818
0.0436689 0.73 0.130662
0.0361007 0.73 0.129749
0.0286876 0.73 0.129208
0.0243476 0.73 0.128671
0.0214759 0.73 0.128272
0.0194224 0.73 0.127982
0.0178408 0.73 0.127678
0.0164177 0.73 0.127602
0.015195 0.73 0.127665
0.0140042 0.73 0.127825
0.013078 0.73 0.128042
0.0123151 0.73 0.128301
0.0116604 0.73 0.128603
0.0110866 0.73 0.128869
0.0105752 0.73 0.129142
0.0101197 0.73 0.129384
0.00971059 0.73 0.129617
0.00934463 0.73 0.129887
0.0090093 0.73 0.130124
0.00870161 0.73 0.130366
0.00841718 0.73 0.130608
0.00815447 0.73 0.130849
0.00791073 0.73 0.131089
0.00768283 0.73 0.131328
0.0874155 0.87 0.106897
0.0879934 0.88 0.0908736
0.0507329 0.86 0.0995718
0.0336464 0.87 0.0965472
0.034394 0.86 0.101222
0.0286648 0.85 0.101837
0.027606 0.85 0.105817
0.0244909 0.85 0.10694
0.023489 0.85 0.109222
0.0221244 0.85 0.110529
0.0213341 0.85 0.111981
0.0204281 0.84 0.113044
0.0196633 0.84 0.114148
0.0189901 0.84 0.115175
0.0183927 0.83 0.11615
0.0178389 0.83 0.117034
0.0173431 0.83 0.117915
0.0169309 0.83 0.118687
0.0165022 0.83 0.119424
0.0160947 0.81 0.120141
0.0156859 0.81 0.120766
0.0152404 0.81 0.121355
0.0147622 0.81 0.121853
0.0142172 0.81 0.122251
0.013613 0.81 0.122519
0.0129847 0.81 0.122715
0.164605 0.83 0.109375
0.0964822 0.81 0.103085
0.0824829 0.81 0.099914
0.0636604 0.81 0.102185
0.0545006 0.81 0.0986521
0.0454148 0.86 0.100473
0.0403356 0.86 0.0993578
0.0352177 0.87 0.099609
0.0316377 0.87 0.0993088
0.0286536 0.87 0.0991694
0.026327 0.87 0.0985775
0.0241031 0.87 0.0989283
0.0226635 0.87 0.0984584
0.0210649 0.87 0.0982669
0.0198563 0.87 0.098499
0.018893 0.87 0.0980689
0.0177954 0.87 0.0980759
0.0169958 0.87 0.0978794
0.0162034 0.87 0.098031
0.0155691 0.87 0.0978273
0.0149101 0.87 0.0977229
0.0143263 0.87 0.0976709
0.0138021 0.87 0.0975739
0.0133202 0.87 0.0974633
0.0128954 0.87 0.0974951
0.103237 0.77 0.120453
0.0672543 0.77 0.123741
0.0512498 0.75 0.131131
0.0401716 0.75 0.135092
0.0339301 0.75 0.137111
0.029811 0.75 0.138622
0.0271234 0.75 0.139694
0.0253552 0.75 0.14063
0.0237131 0.75 0.141711
0.0230378 0.75 0.141717
0.0220425 0.75 0.142467
0.0217739 0.75 0.142452
0.021008 0.74 0.143043
0.0209577 0.74 0.142999
0.0203169 0.74 0.143543
0.0199053 0.74 0.143443
0.0200234 0.74 0.143102
0.0194691 0.74 0.1434
0.0191216 0.74 0.143599
0.0191344 0.72 0.143439
0.0184478 0.72 0.143744
0.0180321 0.72 0.144065
0.0178048 0.69 0.143938
0.0170568 0.69 0.144216
0.0166141 0.69 0.144415
0.016261 0.69 0.14435
0.0783611 0.9 0.0810806
0.0552556 0.9 0.0748355
0.0448419 0.92 0.0753983
0.0336994 0.92 0.0761577
0.0265495 0.92 0.0777278
0.0201097 0.91 0.0770337
0.0163855 0.91 0.076021
0.0141814 0.91 0.0750663
0.0126566 0.91 0.0742251
0.0115141 0.91 0.0734693
0.0106255 0.91 0.072759
0.00989897 0.91 0.0721215
0.00929336 0.91 0.0715434
0.00877887 0.91 0.0710153
0.00833528 0.91 0.070528
0.00794999 0.91 0.0700773
0.00761082 0.91 0.069632
0.00731635 0.91 0.0692351
0.00705227 0.91 0.0688721
0.00681199 0.91 0.0685393
0.00659283 0.91 0.0682273
0.00639093 0.91 0.0679338
0.00620531 0.89 0.0676998
0.0060339 0.89 0.067479
0.00587442 0.89 0.0672731
0.122631 0.84 0.085227
0.0789791 0.81 0.0835474
0.0644603 0.81 0.0874751
0.0572447 0.83 0.0871579
0.0517676 0.83 0.0882908
0.0483601 0.83 0.088183
0.0451485 0.83 0.0886015
0.0421908 0.83 0.0890011
0.0403845 0.83 0.0888227
0.0388494 0.83 0.0885496
0.037474 0.85 0.0881828
0.036214 0.85 0.0877659
0.0351001 0.85 0.0874008
0.0340457 0.85 0.0871845
0.0331091 0.85 0.0869133
0.0322417 0.85 0.0868222
0.0314523 0.85 0.0869493
0.0307449 0.85 0.0873012
0.0299939 0.85 0.0879272
0.0292982 0.85 0.0885904
0.0286448 0.85 0.0892766
0.0280342 0.87 0.0900447
0.0274508 0.87 0.090878
0.0268982 0.87 0.0917544
0.0263619 0.87 0.092671
0.0258385 0.87 0.0936271
0.0708978 0.84 0.0990629
0.0366125 0.86 0.104109
0.0308451 0.84 0.108083
0.0280281 0.84 0.108857
0.0250277 0.85 0.105829
0.0222641 0.85 0.104376
0.0206917 0.83 0.103143
0.0196138 0.83 0.10233
0.0186153 0.83 0.101594
0.0178547 0.83 0.100817
0.0171903 0.83 0.100203
0.0164789 0.83 0.0996089
0.0158066 0.83 0.0991953
0.0151125 0.83 0.0987609
0.0143615 0.83 0.0983458
0.0136565 0.83 0.0978311
0.0130042 0.83 0.0974096
0.0125391 0.83 0.0971893
0.0119695 0.83 0.096799
0.0114738 0.83 0.0964026
0.0110871 0.83 0.0962111
0.0106862 0.83 0.0958648
0.0103904 0.83 0.0957085
0.0100695 0.83 0.0954863
0.00976059 0.83 0.0952976
0.00947677 0.83 0.0950464
0.117235 0.61 0.175925
0.0889716 0.62 0.178834
0.0734564 0.6 0.177682
0.0701948 0.62 0.173908
0.0650446 0.61 0.154316
0.052972 0.61 0.165432
0.0431599 0.6 0.153961
0.0253339 0.62 0.155469
0.0218965 0.63 0.155457
0.0208359 0.63 0.154936
0.0193181 0.63 0.154515
0.0178284 0.63 0.154169
0.0164257 0.63 0.153871
0.0152395 0.63 0.15362
0.0142407 0.63 0.153422
0.0133892 0.63 0.153258
0.0126661 0.63 0.15312
0.0120345 0.63 0.153009
0.0114748 0.63 0.152893
0.0109795 0.63 0.152784
0.0105339 0.63 0.152698
0.0101315 0.63 0.152628
0.00976369 0.63 0.152555
0.00942966 0.63 0.152486
0.00912131 0.63 0.152422
0.076508 0.87 0.0930404
0.048878 0.87 0.0809891
0.0345713 0.87 0.0799309
0.0279819 0.87 0.0792079
0.0221434 0.87 0.078391
0.0201373 0.87 0.0777847
0.018667 0.87 0.0773968
0.0175355 0.87 0.0769653
0.0164911 0.87 0.0767196
0.0156448 0.87 0.0764523
0.0149194 0.87 0.0763126
0.0142203 0.87 0.0761577
0.013601 0.87 0.0760915
0.0129737 0.87 0.076027
0.0123843 0.87 0.0760128
0.011782 0.87 0.0760127
0.0112715 0.87 0.0760232
