RMSE ACC MSR_Validate
0.0238672 0.74 0.119396
0.0218549 0.74 0.119736
0.0202057 0.74 0.120185
0.0185401 0.71 0.120501
0.0171092 0.71 0.120723
0.0158744 0.71 0.120868
0.01481 0.71 0.120951
0.0137502 0.71 0.121015
0.0128053 0.71 0.121128
0.011952 0.71 0.121232
0.0112144 0.7 0.121333
0.0105765 0.7 0.12142
0.0100219 0.7 0.121506
0.00952757 0.7 0.121593
0.00908491 0.7 0.121677
0.0086855 0.7 0.12176
0.00832315 0.7 0.12184
0.119991 0.95 0.0650334
0.0931802 0.94 0.0792216
0.0827327 0.94 0.0878784
0.0660398 0.91 0.0862794
0.053424 0.91 0.0849899
0.0455988 0.91 0.0838813
0.040321 0.91 0.0828728
0.0358862 0.91 0.0819025
0.0320518 0.91 0.0811635
0.0287891 0.91 0.0805256
0.0259524 0.91 0.0797802
0.0239533 0.91 0.0793044
0.022119 0.91 0.07891
0.0207453 0.91 0.0789477
0.0193522 0.91 0.0788558
0.0182858 0.91 0.0786807
0.0173812 0.91 0.0784981
0.0165911 0.91 0.0783068
0.0158839 0.91 0.0781283
0.0152473 0.91 0.0779516
0.0146695 0.91 0.0776712
0.0141986 0.91 0.0774644
0.0136801 0.91 0.0772433
0.0132128 0.91 0.0770222
0.0127783 0.91 0.0768084
0.0123721 0.91 0.0766029
0.0634649 0.88 0.0572564
0.0405784 0.91 0.0570474
0.0336038 0.89 0.0581673
0.0279779 0.87 0.0597752
0.0228275 0.87 0.0608411
0.0181878 0.87 0.0611351
0.0153294 0.87 0.0613148
0.0133626 0.87 0.0614193
0.0118826 0.87 0.0614924
0.0107407 0.88 0.0615438
0.00983732 0.88 0.0615746
0.00910411 0.88 0.061593
0.00850043 0.88 0.0615992
0.00793108 0.88 0.0616477
0.0073939 0.88 0.0616464
0.006957 0.88 0.0616331
0.00658906 0.88 0.0616123
0.00627263 0.88 0.0615793
0.00599626 0.88 0.0615406
0.00575195 0.88 0.061499
0.00553385 0.88 0.061455
0.00533752 0.88 0.0614091
0.00515954 0.88 0.0613619
0.00499718 0.88 0.0613131
0.00484823 0.88 0.0612636
0.00467796 0.88 0.0611656
0.0630709 0.88 0.0845578
0.0435594 0.88 0.0790331
0.0175426 0.89 0.0761592
0.012478 0.89 0.0756097
0.00968811 0.89 0.0751373
0.00826965 0.89 0.0748755
0.00728393 0.89 0.0747186
0.00653367 0.89 0.074638
0.00589867 0.87 0.0745948
0.00540487 0.87 0.0745778
0.00500794 0.87 0.0745777
0.00468571 0.88 0.074577
0.00442935 0.88 0.0745903
0.00420578 0.88 0.074612
0.00400868 0.88 0.0746428
0.00383415 0.88 0.0746799
0.00367642 0.88 0.0747121
0.00354068 0.88 0.0746645
0.00342254 0.88 0.0746311
0.00331471 0.88 0.0746546
0.00321722 0.88 0.0746335
0.0031243 0.88 0.0746191
0.00303802 0.88 0.0746171
0.00295844 0.88 0.0746108
0.00288291 0.88 0.0746075
0.00281218 0.88 0.0746366
0.0993385 0.84 0.0826489
0.0601671 0.84 0.0841967
0.0571157 0.84 0.08613
0.0577872 0.86 0.0855165
0.0572231 0.86 0.0847125
0.0550026 0.84 0.0843365
0.0511914 0.84 0.084392
0.043679 0.84 0.0846841
0.0346363 0.84 0.0852921
0.0276714 0.84 0.0853975
0.0235272 0.84 0.0857867
0.0201216 0.84 0.0858871
0.0178638 0.84 0.0860132
0.0160555 0.84 0.0861089
0.0146257 0.84 0.086208
0.0134418 0.84 0.0863205
0.0124276 0.84 0.0864162
0.011581 0.84 0.0865115
0.0108554 0.84 0.0866086
0.0102382 0.84 0.0867299
0.00967342 0.84 0.0868442
0.00918513 0.84 0.0869547
0.00879014 0.84 0.0870753
0.00843738 0.84 0.0871839
0.00812292 0.84 0.0872893
0.00784396 0.84 0.0874094
0.0621699 0.92 0.0685435
0.0298905 0.92 0.069289
0.0264473 0.92 0.0702073
0.0250238 0.92 0.0711217
0.0242973 0.92 0.0719177
0.0239316 0.92 0.0725364
0.0241472 0.92 0.0730055
0.0240324 0.92 0.0732474
0.0233352 0.92 0.0733959
0.0224045 0.92 0.0733687
0.0213622 0.92 0.0733406
0.0204248 0.92 0.0732754
0.0196439 0.92 0.0732986
0.0190117 0.92 0.0731868
0.0184287 0.92 0.0730996
0.0179239 0.92 0.0730186
0.0174694 0.92 0.0729408
0.0170506 0.91 0.0728942
0.0166571 0.91 0.0727996
0.0162406 0.91 0.0727433
0.0158046 0.91 0.0726921
0.015313 0.91 0.0726067
0.0148075 0.91 0.0726177
0.0142419 0.91 0.0725914
0.0137008 0.91 0.0724979
0.013154 0.91 0.0723869
0.0654962 0.97 0.0393596
0.0451153 0.97 0.0385928
0.036599 0.98 0.039535
0.0321712 0.99 0.0413826
0.0264807 0.99 0.0439109
0.0209623 0.99 0.0447435
0.0192507 0.99 0.0456099
0.0180016 0.99 0.0465378
0.0169472 0.99 0.047465
0.0160048 0.99 0.0487718
0.0152356 0.99 0.0493171
0.0143393 0.99 0.04982
0.0135396 0.98 0.0502095
0.0128171 0.98 0.0505213
0.0121674 0.98 0.0507474
0.011585 0.98 0.0509277
0.0110623 0.98 0.0510725
0.0105897 0.98 0.0511888
0.010159 0.98 0.0512304
0.00972979 0.98 0.0512658
0.00934039 0.98 0.0512935
0.00898561 0.98 0.0513137
0.00866111 0.98 0.0513272
0.00836317 0.98 0.0513346
0.00808863 0.98 0.0513308
0.00783477 0.98 0.0513156
0.0918717 0.87 0.0963771
0.0626539 0.87 0.0903613
0.0479135 0.87 0.0913766
0.0390553 0.87 0.0874504
0.0301175 0.83 0.0894839
0.024929 0.81 0.0910012
0.0216325 0.81 0.0920281
0.0203949 0.81 0.0932246
0.0194068 0.81 0.09437
0.0182523 0.81 0.0955889
0.0168149 0.81 0.0968409
0.0154407 0.81 0.0980679
0.0143459 0.81 0.0992225
0.0134222 0.81 0.10026
0.0126441 0.81 0.10116
0.0119673 0.83 0.101953
0.0113529 0.83 0.10265
0.010796 0.83 0.103263
0.010287 0.83 0.103794
0.00982265 0.83 0.104257
0.00939901 0.83 0.104671
0.0090122 0.83 0.105042
0.00865858 0.83 0.105377
0.00833475 0.83 0.105679
0.00803756 0.83 0.10596
0.00776415 0.83 0.106217
0.0730547 0.86 0.0591241
0.0626974 0.87 0.054074
0.0513823 0.86 0.0560646
0.0447362 0.86 0.0550074
0.0393863 0.86 0.0555398
0.0342072 0.86 0.0556125
0.0302589 0.86 0.0559294
0.0274354 0.86 0.0564476
0.0252459 0.86 0.057033
0.0233702 0.86 0.0576158
0.0216798 0.86 0.0581907
0.0201802 0.86 0.0587725
0.0188224 0.86 0.0593508
0.0175758 0.86 0.0599384
0.0164514 0.86 0.0605288
0.0154419 0.86 0.0611151
0.0145431 0.86 0.0616968
0.0137504 0.86 0.0622759
0.0130368 0.86 0.0628852
0.0123098 0.86 0.063451
0.0116765 0.86 0.0639914
0.0111203 0.86 0.064513
0.0106303 0.86 0.0650103
0.0101935 0.86 0.0654827
0.00980181 0.86 0.065931
0.00944782 0.86 0.066356
0.0601879 0.93 0.0538376
0.0306219 0.93 0.0530022
0.0229935 0.93 0.0522263
0.0179721 0.93 0.051786
0.0145994 0.93 0.0516169
0.0123941 0.93 0.051558
0.0108279 0.94 0.0515919
0.00961931 0.94 0.0516413
0.00866175 0.94 0.0516961
0.00790043 0.94 0.0517601
0.00727663 0.94 0.0518237
0.00676607 0.94 0.0518226
0.00635342 0.94 0.0518949
0.00600781 0.94 0.0518854
0.00567552 0.94 0.0518926
0.00539368 0.94 0.0519633
0.00516131 0.94 0.0519685
0.004927 0.94 0.0519863
0.0047255 0.94 0.0520666
0.00455699 0.94 0.052063
0.00438001 0.94 0.0520673
0.00422954 0.94 0.0521252
0.00409487 0.94 0.0521102
0.00395718 0.94 0.0521544
0.00384802 0.94 0.0521296
0.0427723 0.96 0.0271511
0.0369601 0.96 0.0244302
0.0330705 0.96 0.0235864
0.0299736 0.96 0.0230907
0.0278996 0.96 0.0227058
0.026593 0.96 0.0224823
0.0256464 0.98 0.0222736
0.0249273 0.98 0.0222109
0.0243004 0.98 0.0223993
0.0237118 0.98 0.0226398
0.0228919 0.98 0.0231927
0.0221787 0.98 0.0239176
0.0215076 0.98 0.0247959
0.0208196 0.98 0.0255841
0.0200882 0.98 0.026412
0.0192684 0.96 0.0271827
0.0183879 0.96 0.0278996
0.0173328 0.96 0.0285424
0.0160938 0.96 0.0290722
0.014722 0.96 0.029571
0.0136436 0.96 0.0300119
0.012847 0.96 0.0303299
0.0122484 0.96 0.0306638
0.0117574 0.96 0.0309776
0.0113282 0.96 0.0313465
0.0109594 0.96 0.0317028
0.111369 0.83 0.100423
0.0360822 0.82 0.102942
0.0245418 0.81 0.103354
0.0147716 0.82 0.0983364
0.00704666 0.82 0.0988963
0.00623407 0.82 0.0992131
0.0056553 0.82 0.0994199
0.00520556 0.82 0.0995709
0.00484347 0.82 0.0997062
0.00454354 0.82 0.0998176
0.0042924 0.82 0.0999113
0.00407628 0.82 0.0999954
0.00388582 0.82 0.100073
0.0037172 0.82 0.100143
0.00356878 0.82 0.100205
0.00343541 0.82 0.100267
0.00331389 0.82 0.100327
0.00320253 0.82 0.100385
0.00309995 0.82 0.100442
0.00300505 0.82 0.100497
0.00291705 0.82 0.100551
0.00283528 0.82 0.100605
0.00275883 0.81 0.100661
0.00268713 0.81 0.100717
0.00261973 0.81 0.10077
0.040122 0.87 0.0860513
0.0157799 0.87 0.0844239
0.0117489 0.87 0.0835057
0.00990391 0.87 0.0828145
0.00882169 0.87 0.0822634
0.00802956 0.87 0.0817809
0.00739624 0.87 0.0813539
0.00686904 0.87 0.0809664
0.00641876 0.87 0.0806092
0.0060405 0.87 0.0803194
0.00571837 0.87 0.0800365
0.00543037 0.87 0.0797654
0.00517123 0.87 0.0795064
0.00493699 0.87 0.0792588
0.00472406 0.87 0.0790226
0.00453016 0.87 0.0787972
0.00435294 0.87 0.0785821
0.00419038 0.87 0.0783766
0.00404077 0.87 0.0781812
0.00390248 0.87 0.0779946
0.00377441 0.87 0.0778161
0.00365549 0.87 0.0776451
0.00354476 0.87 0.0774812
0.00343943 0.87 0.0773259
0.00333966 0.87 0.0771763
0.00324666 0.87 0.0770322
0.0497769 0.92 0.0488559
0.0365343 0.92 0.0472711
0.0244502 0.92 0.0479408
0.0208275 0.92 0.0484923
0.0159717 0.92 0.0492239
0.0134017 0.92 0.0496017
0.0114025 0.92 0.0500433
0.0101548 0.92 0.0503881
0.00924014 0.92 0.0507497
0.00852684 0.92 0.0510787
0.00795061 0.92 0.0513924
0.00746924 0.92 0.0516873
0.00705893 0.92 0.0519493
0.00670156 0.92 0.0521985
0.00638626 0.92 0.052436
0.00610498 0.92 0.0526629
0.00585163 0.92 0.05288
0.00562177 0.92 0.053088
0.00541199 0.92 0.0532875
0.00521947 0.92 0.0534793
0.0050439 0.92 0.05363
0.00488559 0.92 0.0537766
0.00473846 0.92 0.0539187
0.00460115 0.92 0.0540581
0.00447265 0.92 0.0541949
0.109997 0.84 0.0670092
0.0877228 0.89 0.0624782
0.0644268 0.87 0.069113
0.059947 0.9 0.0728123
0.045956 0.87 0.0765283
0.039838 0.83 0.0766872
0.0327954 0.83 0.0777091
0.0299353 0.83 0.0777386
0.0268939 0.83 0.0775924
0.0248566 0.83 0.0771779
0.0230874 0.84 0.0768119
0.0215919 0.84 0.0763538
0.0201528 0.84 0.0759705
0.0188119 0.84 0.0757105
0.0176132 0.84 0.0754766
0.0165342 0.84 0.0752634
0.0155812 0.84 0.0751351
0.0147352 0.84 0.0750054
0.0139945 0.84 0.0748878
0.0133355 0.84 0.0747799
0.0127475 0.84 0.0746789
0.012221 0.84 0.0745842
0.0117431 0.84 0.0744944
0.0113324 0.84 0.0745144
0.0109337 0.84 0.0745109
0.0105761 0.84 0.0745101
0.0721593 0.87 0.0730359
0.0646209 0.83 0.0844536
0.0469266 0.84 0.0855328
0.0328763 0.84 0.0872924
0.0267531 0.84 0.0853808
0.0225804 0.84 0.0859774
0.0194774 0.84 0.0847768
0.0169563 0.84 0.0844764
0.0150742 0.84 0.0838865
0.0136056 0.84 0.0834924
0.0124341 0.84 0.0830907
0.0114653 0.84 0.0828182
0.0106488 0.84 0.0824645
0.00996079 0.84 0.0820872
0.00937029 0.84 0.0817158
0.00886202 0.84 0.0814481
0.00843546 0.84 0.0811738
0.00805257 0.84 0.0809089
0.00770819 0.84 0.0806706
0.00739994 0.84 0.0804622
0.00712451 0.84 0.0802074
0.00686157 0.84 0.0799789
0.00662789 0.84 0.0797888
0.00640968 0.87 0.0795648
0.00620386 0.87 0.0793856
0.0343617 0.79 0.0915712
0.0268013 0.78 0.0956925
0.0240341 0.78 0.0967665
0.0210728 0.78 0.0968641
0.0165383 0.78 0.09665
0.0143061 0.78 0.0966272
0.0126949 0.78 0.0964965
0.0114813 0.78 0.0965963
0.0104312 0.78 0.0966616
0.00961705 0.78 0.09659
0.00899307 0.78 0.0966104
0.00841046 0.78 0.0966504
0.00793221 0.78 0.096603
0.00756343 0.78 0.0966356
0.00718709 0.78 0.0966761
0.00686321 0.78 0.0966449
0.00662315 0.78 0.0966829
0.00635681 0.78 0.0967263
0.00611796 0.78 0.0967741
0.00593153 0.78 0.0967622
0.0057519 0.78 0.0968038
0.00556729 0.78 0.0968506
0.00541806 0.78 0.0968421
0.00528263 0.78 0.0968829
0.00513482 0.78 0.096929
0.00501124 0.78 0.0969256
0.0673512 0.87 0.0733847
0.0422879 0.89 0.0707057
0.0341305 0.85 0.0688401
0.03125 0.89 0.0680438
0.0295421 0.89 0.0681607
0.0261278 0.89 0.068594
0.0203298 0.89 0.0689783
0.0162512 0.89 0.0692767
0.0138707 0.89 0.0695288
0.0122868 0.89 0.069741
0.011116 0.89 0.069939
0.010204 0.89 0.0701157
0.00946707 0.89 0.0702917
0.00885407 0.89 0.0704493
0.0083336 0.89 0.0705674
0.0078988 0.89 0.07069
0.00750912 0.89 0.0707919
0.00716601 0.89 0.0708933
0.00685885 0.89 0.0709885
0.0065811 0.89 0.071071
0.00632769 0.89 0.0711591
0.00609656 0.89 0.0712397
0.00588434 0.89 0.0713076
0.0056885 0.89 0.0714013
0.00550455 0.89 0.0714692
0.00533638 0.89 0.0715342
0.0442544 0.92 0.0499138
0.0370735 0.92 0.051878
0.0303861 0.92 0.0544928
0.0266362 0.92 0.0575655
0.0237779 0.92 0.0601495
0.0209798 0.92 0.0618765
0.0185858 0.92 0.0631727
0.016443 0.92 0.0642041
0.014629 0.92 0.065051
0.013134 0.92 0.0657603
0.0119525 0.92 0.0663498
0.0109818 0.92 0.066858
0.0101798 0.92 0.0673097
0.00950467 0.92 0.06772
0.00892866 0.92 0.0680872
0.00842996 0.92 0.0684259
0.00799311 0.92 0.0687417
0.00760678 0.92 0.0690353
0.00726215 0.92 0.0693091
0.00695253 0.92 0.0695613
0.00667297 0.92 0.0697964
0.00641849 0.92 0.0700165
0.00618565 0.92 0.0702237
0.00597161 0.92 0.0704189
0.00577403 0.92 0.0706033
0.0055909 0.92 0.0707776
0.0855998 0.84 0.06797
0.0762147 0.88 0.0637032
0.0607058 0.88 0.0632298
0.0487876 0.85 0.0633514
0.0362325 0.85 0.0615272
0.0272585 0.92 0.0601297
0.0198873 0.88 0.0595596
0.0167987 0.88 0.059349
0.0148239 0.88 0.0592612
0.0134254 0.88 0.0591943
0.0123293 0.88 0.0591628
0.0114564 0.88 0.05915
0.0107407 0.88 0.0591485
0.0101388 0.88 0.0591521
0.00962291 0.88 0.0591598
0.00917334 0.88 0.0591542
0.0087583 0.88 0.059121
0.00837785 0.88 0.0590925
0.00803783 0.88 0.0590629
0.00773139 0.88 0.0590394
0.00745323 0.88 0.0590216
0.00719919 0.88 0.0590082
0.0069663 0.88 0.0589973
0.00675109 0.88 0.0589892
0.0065515 0.88 0.0589821
0.00636437 0.88 0.0589764
0.0527233 0.79 0.0878112
0.0467865 0.79 0.0887526
0.0457042 0.81 0.0895091
0.0389694 0.81 0.0894437
0.0297004 0.81 0.0898931
0.0227022 0.81 0.0898388
0.0194039 0.81 0.0897224
0.0170833 0.81 0.0895992
0.0156214 0.81 0.0892233
0.0141135 0.81 0.088947
0.0130899 0.79 0.0886162
0.0120801 0.79 0.0882711
0.0111671 0.79 0.0880403
0.010504 0.79 0.087733
0.00982302 0.82 0.0874415
0.00916333 0.82 0.0871486
0.00862877 0.82 0.0869969
0.00816622 0.82 0.086754
0.00769203 0.82 0.0865453
0.00727088 0.82 0.0863513
0.00690744 0.82 0.0862294
0.00661307 0.82 0.086051
0.00629758 0.82 0.0858809
0.00601801 0.82 0.085722
0.0057449 0.82 0.0856205
0.00553497 0.82 0.085484
0.0694146 0.92 0.0549756
0.0517158 0.92 0.0566612
0.0451502 0.92 0.0589267
0.0440063 0.92 0.0613231
0.0428269 0.92 0.0634712
0.0414816 0.92 0.0649837
0.0397372 0.92 0.0664633
0.0363364 0.91 0.0679275
0.0311831 0.93 0.0674843
0.026926 0.93 0.0682727
0.0241809 0.93 0.0682807
0.0215943 0.93 0.0687962
0.0193017 0.91 0.0688923
0.0173446 0.91 0.0691457
0.0156574 0.91 0.0692897
0.0142671 0.91 0.0692636
0.0130868 0.91 0.0693348
0.0120383 0.91 0.0692632
0.011159 0.91 0.0693373
0.0103642 0.91 0.0693772
0.00969304 0.91 0.069312
0.00908204 0.91 0.0693224
0.00855306 0.91 0.0692459
0.0080723 0.91 0.0692306
0.00765192 0.91 0.069144
0.0705177 0.82 0.090614
0.0460681 0.82 0.0903748
0.0363417 0.82 0.0931011
0.0307582 0.82 0.0946361
0.0269255 0.82 0.0957487
0.0240122 0.82 0.0973827
0.021453 0.82 0.0987021
0.0194142 0.82 0.0997999
0.0176031 0.82 0.100666
0.0161809 0.82 0.101327
0.015041 0.81 0.101864
0.0139857 0.81 0.100936
0.0121885 0.81 0.100935
0.0108461 0.81 0.101113
0.00984128 0.81 0.101218
0.00907026 0.81 0.101513
0.0083818 0.81 0.101761
0.00778419 0.81 0.101978
0.00728594 0.81 0.102222
0.00685032 0.81 0.102391
0.00647329 0.81 0.102678
0.00615211 0.81 0.102893
0.00585552 0.81 0.10311
0.0055993 0.81 0.103346
0.00536647 0.81 0.103531
0.00515453 0.81 0.103736
0.0732811 0.84 0.0698287
0.0763929 0.85 0.0700669
0.0642383 0.83 0.0792953
0.0555081 0.83 0.0817136
0.0492342 0.83 0.0849387
0.0471467 0.83 0.0864559
0.0458346 0.83 0.0875787
0.042877 0.83 0.0879855
0.0373111 0.83 0.0871523
0.0326963 0.83 0.0872391
0.0295458 0.83 0.0860927
0.0271829 0.83 0.0862095
0.0252402 0.89 0.0855451
0.0236542 0.89 0.0852886
0.0221047 0.89 0.0848933
0.0206201 0.89 0.0845472
0.0192015 0.89 0.0841904
0.0178938 0.89 0.0836588
0.0166744 0.89 0.0832869
0.0156123 0.89 0.0829401
0.0146774 0.89 0.0827083
0.0139018 0.89 0.0823878
0.0131387 0.89 0.0820688
0.0124303 0.89 0.0817852
0.0118213 0.89 0.0816961
0.011311 0.89 0.0814558
0.0570796 0.92 0.0444556
0.0452768 0.92 0.060509
0.0409402 0.92 0.0638003
0.0316651 0.92 0.0656288
0.0265773 0.92 0.0654294
0.0226529 0.92 0.0649496
0.0199314 0.93 0.0641886
0.01782 0.93 0.063479
0.0161714 0.93 0.0628315
0.0148162 0.93 0.0622216
0.0137401 0.93 0.0615573
0.0128891 0.93 0.0610051
0.0120733 0.93 0.0605448
0.0114115 0.93 0.0600778
0.010856 0.93 0.0597574
0.0103328 0.93 0.0594721
0.00992428 0.93 0.059171
0.00949157 0.93 0.0589003
0.00913668 0.93 0.0586356
0.00881502 0.93 0.058342
0.00850981 0.93 0.0580862
0.00824904 0.93 0.057821
0.00798314 0.93 0.0575959
0.00776968 0.93 0.0573549
0.00753615 0.93 0.0571261
0.00733649 0.93 0.0569067
0.0071584 0.93 0.0566705
0.0638635 0.91 0.0557913
0.0379495 0.93 0.0555395
0.0282856 0.91 0.0555989
0.0230755 0.91 0.0560814
0.0204436 0.92 0.0565275
0.018818 0.92 0.0570357
0.0176468 0.92 0.0573813
0.0167781 0.92 0.0576965
0.0161382 0.92 0.0580281
0.0156468 0.92 0.0583722
0.01526 0.92 0.0587471
0.0149439 0.92 0.0592123
0.0146863 0.92 0.0597066
0.0144725 0.92 0.0601461
0.0142776 0.92 0.0606518
0.0140947 0.92 0.0611774
0.0139345 0.92 0.0617227
0.0137924 0.92 0.0622992
0.0136706 0.92 0.0628226
0.0135754 0.92 0.0633893
0.0135302 0.91 0.0639076
0.0134645 0.91 0.0634178
0.0135681 0.91 0.0631415
0.0134944 0.91 0.0631144
0.0132648 0.91 0.0631688
0.0129076 0.91 0.0632398
0.0558153 0.87 0.099258
0.0274257 0.87 0.0935132
0.0158556 0.86 0.0927283
0.0105747 0.85 0.0922793
0.00853626 0.85 0.0918819
0.00751074 0.81 0.0915622
0.00677371 0.81 0.0913033
0.00620175 0.81 0.0910887
0.00574015 0.8 0.0909067
0.00536167 0.8 0.0907559
0.00504091 0.84 0.0906188
0.00476293 0.84 0.0904928
0.00451916 0.84 0.0903759
0.00430324 0.84 0.0902672
0.00411038 0.84 0.0901651
0.00393687 0.84 0.0900687
0.00377978 0.84 0.0899773
0.00363676 0.84 0.0898903
0.00350604 0.84 0.0898073
0.00338603 0.84 0.0897269
0.00327533 0.84 0.0896471
0.003174 0.84 0.0895737
0.00308037 0.84 0.0894967
0.00299311 0.84 0.0894199
0.00291196 0.84 0.0893463
0.00283591 0.84 0.0892755
0.0782046 0.82 0.0829305
0.0650778 0.82 0.0864686
0.0560991 0.82 0.085722
0.0497769 0.8 0.0878381
0.0469429 0.8 0.0894758
0.0428834 0.8 0.0907489
0.0392752 0.81 0.091842
0.0342778 0.81 0.0920159
0.0303789 0.82 0.0919094
0.0264408 0.82 0.0915321
0.0222372 0.81 0.0910129
0.0194445 0.81 0.0905652
0.0173585 0.81 0.0901929
0.0158752 0.83 0.0899139
0.0146531 0.83 0.0896344
0.0136897 0.83 0.0894264
0.012862 0.83 0.089229
0.0121609 0.83 0.0890139
0.011573 0.83 0.088815
0.0110835 0.83 0.0885322
0.0106425 0.83 0.0883902
0.0102372 0.83 0.0881417
0.0098796 0.83 0.0880157
0.00955966 0.83 0.0877922
0.00925724 0.83 0.0876089
0.00898221 0.83 0.0874864
0.0979884 0.93 0.046334
0.0817216 0.93 0.0565301
0.0709545 0.93 0.0628175
0.059117 0.93 0.0549981
0.0585954 0.91 0.062631
0.0478598 0.93 0.0540887
0.0506141 0.91 0.0612956
0.041095 0.94 0.0544981
0.0442285 0.94 0.0590226
0.0347809 0.94 0.0539864
0.0389623 0.94 0.0561947
0.0301461 0.94 0.0528005
0.0349256 0.94 0.0548785
0.0267491 0.94 0.051041
0.030361 0.94 0.0554668
0.0238104 0.94 0.05012
0.0258355 0.94 0.0587616
0.0226046 0.94 0.050446
0.0208244 0.94 0.0553333
0.0198301 0.94 0.049017
0.0193913 0.94 0.0568853
0.0192872 0.94 0.0491042
0.0161978 0.94 0.0535663
0.0155406 0.94 0.0489486
0.0142245 0.94 0.0521008
0.0132455 0.94 0.0494204
0.0487769 0.79 0.104265
0.0428 0.78 0.106384
0.0368261 0.8 0.106596
0.0295118 0.76 0.108052
0.0250422 0.76 0.108974
0.0216085 0.76 0.109557
0.018868 0.76 0.109877
0.0166508 0.76 0.110031
0.014736 0.76 0.110224
0.013395 0.76 0.110406
0.0123692 0.76 0.110675
0.0115755 0.78 0.110786
0.0109034 0.74 0.11099
0.0103422 0.74 0.111182
0.00985552 0.74 0.111367
0.00942825 0.74 0.111553
0.00904787 0.74 0.11172
0.00870633 0.74 0.111871
0.0083969 0.74 0.112015
0.00811221 0.74 0.112145
0.00782521 0.74 0.112294
0.0075511 0.74 0.112432
0.00730273 0.74 0.11256
0.00707603 0.74 0.11268
0.00687036 0.74 0.112795
0.00668045 0.71 0.112904
0.0407076 0.86 0.0867167
0.0339336 0.85 0.0851846
0.0321984 0.83 0.0884389
0.031968 0.83 0.0942948
0.0305254 0.81 0.099922
0.0290859 0.81 0.103684
0.0294598 0.81 0.107549
0.0301015 0.81 0.111044
0.0299292 0.81 0.113985
0.028706 0.81 0.115645
0.0273848 0.85 0.116301
0.0250169 0.85 0.117854
0.0220914 0.85 0.117737
0.0192649 0.85 0.117145
0.0175389 0.85 0.117632
0.0163499 0.85 0.117088
0.0151224 0.81 0.116755
0.014183 0.85 0.115875
0.0133832 0.85 0.115814
0.0126237 0.81 0.115457
0.0120185 0.81 0.115104
0.0114912 0.81 0.114757
0.0110512 0.81 0.114762
0.0107096 0.81 0.114354
0.010326 0.81 0.114008
0.00996749 0.81 0.113675
0.105088 0.91 0.0422753
0.0693012 0.91 0.0451991
0.044053 0.91 0.041768
0.0325539 0.93 0.0422269
0.0271777 0.93 0.0427635
0.024282 0.91 0.0436543
0.0224354 0.91 0.0447233
0.0211465 0.91 0.0459706
0.0199408 0.91 0.0470139
0.0191019 0.91 0.0478193
0.0184575 0.91 0.0484479
0.0179054 0.91 0.0489606
0.0173662 0.91 0.0493416
0.0167783 0.91 0.0496852
0.0159858 0.91 0.0500189
0.0150156 0.91 0.0503564
0.0140425 0.91 0.0507145
0.0131847 0.91 0.0510482
0.0124594 0.91 0.0513563
0.0118428 0.91 0.0516379
0.0113092 0.91 0.0518941
0.0108394 0.91 0.0521266
0.0104195 0.91 0.0523381
0.0100402 0.91 0.05253
0.0428635 0.81 0.0899598
0.0388004 0.8 0.0930241
0.0279913 0.8 0.0968123
0.0234327 0.8 0.0997658
0.0212413 0.8 0.102071
0.0194899 0.8 0.104079
0.0180196 0.77 0.105816
0.0171316 0.77 0.106754
0.0163103 0.77 0.107477
0.0155486 0.77 0.108085
0.0148082 0.77 0.108406
0.0140083 0.77 0.108644
0.0132182 0.77 0.10896
0.0123894 0.77 0.109046
0.0114756 0.77 0.108407
0.0103604 0.77 0.107902
0.0095952 0.77 0.10746
0.00896158 0.77 0.107049
0.00845062 0.77 0.106673
0.00798823 0.77 0.10631
0.00759019 0.77 0.105958
0.00724352 0.77 0.105635
0.00693878 0.76 0.105338
0.00666879 0.76 0.105064
0.00642785 0.76 0.10481
0.00621155 0.76 0.104575
0.139402 0.78 0.0952104
0.0654516 0.79 0.0910221
0.0568622 0.78 0.0903726
0.057171 0.8 0.0893052
0.0547607 0.8 0.0939252
0.0502721 0.8 0.0957627
0.0435393 0.8 0.0953862
0.0368941 0.8 0.0941995
0.0331239 0.81 0.0932166
0.0304849 0.81 0.0923769
0.0285089 0.79 0.0916236
0.0269601 0.79 0.0909435
0.0254824 0.79 0.090382
0.0241968 0.79 0.0899852
0.0229645 0.78 0.0898105
0.021682 0.78 0.0896083
0.0204281 0.78 0.0895471
0.0192122 0.78 0.0895819
0.0180904 0.78 0.0896672
0.0170902 0.78 0.0897528
0.016212 0.78 0.0898456
0.0154398 0.78 0.0899375
0.0147537 0.78 0.0900167
0.0141352 0.78 0.0900865
0.0135815 0.78 0.0901525
0.0130809 0.78 0.0901995
0.110691 0.97 0.0455122
0.0614653 0.97 0.0440191
0.0503987 0.97 0.044119
0.0370092 0.98 0.0452559
0.0306645 0.98 0.0444175
0.0261412 0.98 0.0447803
0.0242859 0.98 0.0446779
0.021934 0.98 0.0448077
0.020348 0.98 0.0448521
0.0187081 0.98 0.044917
0.0172878 0.98 0.0449679
0.0159874 0.98 0.0450188
0.0148909 0.98 0.045095
0.013975 0.98 0.0451515
0.0131673 0.98 0.0451786
0.0124648 0.98 0.0452073
0.0118392 0.98 0.0452301
0.0112738 0.98 0.0452516
0.0107636 0.98 0.0452713
0.0103 0.98 0.0452906
0.0098757 0.98 0.0453142
0.00949812 0.98 0.0453421
